ts_code,trade_date,turnover_rate_f,pe,pb
000300.SH,2014-08-07,1.98,8.95,1.34
000300.SH,2014-08-08,1.47,8.97,1.35
000300.SH,2014-08-11,1.56,9.09,1.36
000300.SH,2014-08-12,1.56,9.06,1.36
000300.SH,2014-08-13,1.88,9.06,1.36
000300.SH,2014-08-14,1.66,8.99,1.35
000300.SH,2014-08-15,1.59,9.07,1.36
000300.SH,2014-08-18,1.77,9.1,1.36
000300.SH,2014-08-19,1.97,9.12,1.36
000300.SH,2014-08-20,1.72,9.08,1.34
000300.SH,2014-08-21,1.71,9.03,1.33
000300.SH,2014-08-22,1.53,9.07,1.33
000300.SH,2014-08-25,1.65,9.01,1.32
000300.SH,2014-08-26,1.59,8.95,1.31
000300.SH,2014-08-27,1.15,8.96,1.3
000300.SH,2014-08-28,1.2,8.9,1.29
000300.SH,2014-08-29,1.07,8.99,1.29
000300.SH,2014-09-01,1.31,9.03,1.29
000300.SH,2014-09-02,1.91,9.14,1.31
000300.SH,2014-09-03,2.17,9.24,1.32
000300.SH,2014-09-04,1.86,9.31,1.33
000300.SH,2014-09-05,2.23,9.39,1.34
000300.SH,2014-09-09,1.98,9.37,1.34
000300.SH,2014-09-10,1.82,9.31,1.33
000300.SH,2014-09-11,2.22,9.27,1.32
000300.SH,2014-09-12,1.82,9.33,1.33
000300.SH,2014-09-15,2.04,9.33,1.33
000300.SH,2014-09-16,3.12,9.19,1.31
000300.SH,2014-09-17,2.09,9.22,1.32
000300.SH,2014-09-18,1.94,9.25,1.32
000300.SH,2014-09-19,1.7,9.29,1.33
000300.SH,2014-09-22,1.7,9.11,1.3
000300.SH,2014-09-23,1.4,9.16,1.31
000300.SH,2014-09-24,2.37,9.31,1.33
000300.SH,2014-09-25,2.3,9.3,1.33
000300.SH,2014-09-26,1.67,9.29,1.33
000300.SH,2014-09-29,2.05,9.32,1.33
000300.SH,2014-09-30,1.91,9.33,1.34
000300.SH,2014-10-08,2.01,9.39,1.34
000300.SH,2014-10-09,2.28,9.42,1.35
000300.SH,2014-10-10,2.43,9.36,1.34
000300.SH,2014-10-13,2.17,9.31,1.33
000300.SH,2014-10-14,2.1,9.28,1.33
000300.SH,2014-10-15,2.24,9.34,1.34
000300.SH,2014-10-16,2.61,9.3,1.33
000300.SH,2014-10-17,2.19,9.28,1.33
000300.SH,2014-10-20,1.51,9.32,1.33
000300.SH,2014-10-21,1.59,9.25,1.32
000300.SH,2014-10-22,1.46,9.22,1.32
000300.SH,2014-10-23,1.71,9.14,1.31
000300.SH,2014-10-24,1.24,9.12,1.29
000300.SH,2014-10-27,1.22,9.04,1.27
000300.SH,2014-10-28,1.67,9.2,1.29
000300.SH,2014-10-29,2.61,9.33,1.3
000300.SH,2014-10-30,3.12,9.4,1.3
000300.SH,2014-10-31,3.93,9.56,1.3
000300.SH,2014-11-03,3.38,9.56,1.3
000300.SH,2014-11-04,3.59,9.57,1.3
000300.SH,2014-11-05,3.13,9.52,1.3
000300.SH,2014-11-06,2.46,9.53,1.3
000300.SH,2014-11-07,3.43,9.51,1.29
000300.SH,2014-11-10,3.72,9.74,1.33
000300.SH,2014-11-11,5.31,9.82,1.34
000300.SH,2014-11-12,3.03,9.88,1.35
000300.SH,2014-11-13,3.61,9.86,1.34
000300.SH,2014-11-14,2.71,9.86,1.34
000300.SH,2014-11-17,2.6,9.79,1.33
000300.SH,2014-11-18,2.34,9.67,1.32
000300.SH,2014-11-19,2.0,9.65,1.31
000300.SH,2014-11-20,1.74,9.65,1.31
000300.SH,2014-11-21,2.48,9.8,1.33
000300.SH,2014-11-24,4.59,10.0,1.36
000300.SH,2014-11-25,3.65,10.13,1.38
000300.SH,2014-11-26,4.0,10.3,1.4
000300.SH,2014-11-27,4.35,10.41,1.42
000300.SH,2014-11-28,6.15,10.71,1.45
000300.SH,2014-12-01,5.99,10.75,1.46
000300.SH,2014-12-02,5.92,11.17,1.51
000300.SH,2014-12-03,7.63,11.21,1.52
000300.SH,2014-12-04,6.99,11.78,1.6
000300.SH,2014-12-05,8.59,12.08,1.64
000300.SH,2014-12-08,7.93,12.49,1.69
000300.SH,2014-12-09,10.36,11.75,1.59
000300.SH,2014-12-10,6.95,12.09,1.63
000300.SH,2014-12-11,6.0,11.93,1.61
000300.SH,2014-12-12,4.92,11.97,1.61
000300.SH,2014-12-15,4.75,12.22,1.65
000300.SH,2014-12-16,5.86,12.58,1.69
000300.SH,2014-12-17,7.32,12.85,1.73
000300.SH,2014-12-18,5.82,12.78,1.72
000300.SH,2014-12-19,6.72,13.04,1.75
000300.SH,2014-12-22,8.95,13.31,1.79
000300.SH,2014-12-23,6.02,12.9,1.73
000300.SH,2014-12-24,5.16,12.5,1.68
000300.SH,2014-12-25,5.03,12.97,1.74
000300.SH,2014-12-26,6.25,13.39,1.8
000300.SH,2014-12-29,6.88,13.48,1.81
000300.SH,2014-12-30,5.31,13.55,1.82
000300.SH,2014-12-31,5.59,13.89,1.89
000300.SH,2015-01-05,7.29,14.45,1.94
000300.SH,2015-01-06,6.69,14.47,1.93
000300.SH,2015-01-07,5.07,14.52,1.94
000300.SH,2015-01-08,4.67,14.13,1.89
000300.SH,2015-01-09,5.54,14.13,1.89
000300.SH,2015-01-12,4.22,13.94,1.86
000300.SH,2015-01-13,2.96,13.95,1.86
000300.SH,2015-01-14,3.1,13.92,1.86
000300.SH,2015-01-15,3.77,14.45,1.93
000300.SH,2015-01-16,4.48,14.63,1.95
000300.SH,2015-01-19,5.21,13.41,1.79
000300.SH,2015-01-20,4.71,13.59,1.81
000300.SH,2015-01-21,5.35,14.3,1.91
000300.SH,2015-01-22,4.25,14.34,1.91
000300.SH,2015-01-23,4.42,14.39,1.92
000300.SH,2015-01-26,3.77,14.55,1.94
000300.SH,2015-01-27,4.53,14.36,1.91
000300.SH,2015-01-28,3.39,14.12,1.88
000300.SH,2015-01-29,3.32,13.91,1.85
000300.SH,2015-01-30,3.08,13.68,1.82
000300.SH,2015-02-02,3.06,13.27,1.77
000300.SH,2015-02-03,3.03,13.64,1.81
000300.SH,2015-02-04,2.99,13.48,1.79
000300.SH,2015-02-05,3.91,13.32,1.77
000300.SH,2015-02-06,3.0,13.06,1.74
000300.SH,2015-02-09,2.69,13.18,1.77
000300.SH,2015-02-10,2.48,13.41,1.8
000300.SH,2015-02-11,2.25,13.47,1.81
000300.SH,2015-02-12,2.43,13.51,1.82
000300.SH,2015-02-13,3.12,13.62,1.83
000300.SH,2015-02-16,2.56,13.67,1.84
000300.SH,2015-02-17,2.55,13.77,1.85
000300.SH,2015-02-25,2.56,13.65,1.83
000300.SH,2015-02-26,3.54,13.97,1.87
000300.SH,2015-02-27,3.44,14.0,1.88
000300.SH,2015-03-02,3.83,14.08,1.89
000300.SH,2015-03-03,4.04,13.66,1.83
000300.SH,2015-03-04,3.07,13.71,1.84
000300.SH,2015-03-05,3.34,13.53,1.82
000300.SH,2015-03-06,2.79,13.5,1.81
000300.SH,2015-03-09,3.6,13.78,1.85
000300.SH,2015-03-10,2.98,13.66,1.83
000300.SH,2015-03-11,2.89,13.7,1.84
000300.SH,2015-03-12,4.07,13.98,1.88
000300.SH,2015-03-13,3.75,14.02,1.89
000300.SH,2015-03-16,4.18,14.29,1.93
000300.SH,2015-03-17,5.64,14.48,1.95
000300.SH,2015-03-18,6.3,14.8,2.0
000300.SH,2015-03-19,5.96,14.68,1.99
000300.SH,2015-03-20,6.11,14.74,2.01
000300.SH,2015-03-23,5.97,15.25,2.05
000300.SH,2015-03-24,7.15,15.19,2.05
000300.SH,2015-03-25,5.8,14.83,2.01
000300.SH,2015-03-26,5.27,14.94,2.02
000300.SH,2015-03-27,4.54,14.96,2.01
000300.SH,2015-03-30,6.5,15.25,2.06
000300.SH,2015-03-31,6.62,14.93,2.03
000300.SH,2015-04-01,5.0,15.16,2.07
000300.SH,2015-04-02,5.15,15.14,2.07
000300.SH,2015-04-03,4.88,15.23,2.08
000300.SH,2015-04-07,6.31,15.62,2.13
000300.SH,2015-04-08,6.96,15.78,2.16
000300.SH,2015-04-09,6.68,15.63,2.14
000300.SH,2015-04-10,5.29,15.91,2.17
000300.SH,2015-04-13,6.57,16.27,2.22
000300.SH,2015-04-14,6.58,16.28,2.22
000300.SH,2015-04-15,7.02,16.18,2.21
000300.SH,2015-04-16,6.28,16.66,2.27
000300.SH,2015-04-17,8.21,16.98,2.32
000300.SH,2015-04-20,10.19,16.66,2.27
000300.SH,2015-04-21,7.3,16.92,2.31
000300.SH,2015-04-22,7.74,17.3,2.36
000300.SH,2015-04-23,7.46,17.3,2.36
000300.SH,2015-04-24,7.2,17.17,2.33
000300.SH,2015-04-27,7.69,17.72,2.41
000300.SH,2015-04-28,9.12,17.48,2.38
000300.SH,2015-04-29,5.92,17.43,2.34
000300.SH,2015-04-30,5.99,17.18,2.25
000300.SH,2015-05-04,5.66,17.31,2.27
000300.SH,2015-05-05,6.89,16.6,2.18
000300.SH,2015-05-06,5.63,16.39,2.15
000300.SH,2015-05-07,4.45,16.01,2.1
000300.SH,2015-05-08,4.52,16.32,2.14
000300.SH,2015-05-11,5.57,16.74,2.2
000300.SH,2015-05-12,5.61,16.92,2.22
000300.SH,2015-05-13,5.5,16.78,2.2
000300.SH,2015-05-14,5.01,16.74,2.2
000300.SH,2015-05-15,4.8,16.42,2.16
000300.SH,2015-05-18,3.93,16.22,2.13
000300.SH,2015-05-19,4.6,16.75,2.2
000300.SH,2015-05-20,5.34,16.65,2.18
000300.SH,2015-05-21,4.47,16.92,2.22
000300.SH,2015-05-22,6.68,17.37,2.28
000300.SH,2015-05-25,6.82,17.9,2.34
000300.SH,2015-05-26,7.14,18.15,2.38
000300.SH,2015-05-27,6.88,18.16,2.38
000300.SH,2015-05-28,8.36,16.99,2.22
000300.SH,2015-05-29,6.23,16.97,2.22
000300.SH,2015-06-01,6.07,17.97,2.34
000300.SH,2015-06-02,6.0,18.18,2.37
000300.SH,2015-06-03,6.01,18.12,2.37
000300.SH,2015-06-04,6.96,18.36,2.39
000300.SH,2015-06-05,7.86,18.55,2.41
000300.SH,2015-06-08,9.17,19.16,2.49
000300.SH,2015-06-09,8.2,19.04,2.48
000300.SH,2015-06-10,6.34,18.9,2.46
000300.SH,2015-06-11,5.62,18.83,2.45
000300.SH,2015-06-12,6.15,18.93,2.47
000300.SH,2015-06-15,6.66,18.96,2.46
000300.SH,2015-06-16,5.76,18.4,2.39
000300.SH,2015-06-17,5.54,18.7,2.43
000300.SH,2015-06-18,5.08,17.94,2.33
000300.SH,2015-06-19,4.98,16.89,2.2
000300.SH,2015-06-23,5.08,17.45,2.27
000300.SH,2015-06-24,6.05,17.89,2.32
000300.SH,2015-06-25,6.2,17.29,2.25
000300.SH,2015-06-26,6.19,16.07,2.09
000300.SH,2015-06-29,7.27,15.76,2.05
000300.SH,2015-06-30,7.29,16.74,2.18
000300.SH,2015-07-01,5.97,15.9,2.07
000300.SH,2015-07-02,6.32,15.63,2.04
000300.SH,2015-07-03,5.92,14.83,1.95
000300.SH,2015-07-06,8.93,15.51,2.04
000300.SH,2015-07-07,9.36,15.64,2.06
000300.SH,2015-07-08,8.01,14.69,1.94
000300.SH,2015-07-09,6.94,15.52,2.05
000300.SH,2015-07-10,6.89,16.15,2.14
000300.SH,2015-07-13,6.91,16.25,2.15
000300.SH,2015-07-14,6.25,15.84,2.1
000300.SH,2015-07-15,5.8,15.57,2.06
000300.SH,2015-07-16,4.54,15.61,2.06
000300.SH,2015-07-17,4.54,16.01,2.12
000300.SH,2015-07-20,4.82,16.09,2.13
000300.SH,2015-07-21,4.35,16.07,2.13
000300.SH,2015-07-22,4.36,16.01,2.12
000300.SH,2015-07-23,4.84,16.31,2.16
000300.SH,2015-07-24,5.36,16.07,2.13
000300.SH,2015-07-27,4.99,14.7,1.95
000300.SH,2015-07-28,5.21,14.62,1.93
000300.SH,2015-07-29,3.76,14.98,1.98
000300.SH,2015-07-30,3.69,14.6,1.93
000300.SH,2015-07-31,3.02,14.55,1.92
000300.SH,2015-08-03,3.34,14.59,1.93
000300.SH,2015-08-04,2.99,14.96,1.98
000300.SH,2015-08-05,2.72,14.65,1.94
000300.SH,2015-08-06,2.0,14.51,1.92
000300.SH,2015-08-07,2.49,14.67,1.95
000300.SH,2015-08-10,4.16,15.4,2.04
000300.SH,2015-08-11,4.37,15.33,2.02
000300.SH,2015-08-12,3.46,15.15,2.0
000300.SH,2015-08-13,3.29,15.33,2.02
000300.SH,2015-08-14,3.44,15.3,2.02
000300.SH,2015-08-17,3.49,15.27,2.02
000300.SH,2015-08-18,4.34,14.48,1.91
000300.SH,2015-08-19,3.64,14.58,1.93
000300.SH,2015-08-20,2.87,14.14,1.87
000300.SH,2015-08-21,2.95,13.58,1.79
000300.SH,2015-08-24,3.46,12.42,1.64
000300.SH,2015-08-25,3.74,11.5,1.51
000300.SH,2015-08-26,4.17,11.51,1.51
000300.SH,2015-08-27,3.6,12.17,1.59
000300.SH,2015-08-28,4.04,12.64,1.63
000300.SH,2015-08-31,3.77,12.71,1.62
000300.SH,2015-09-01,4.74,12.89,1.64
000300.SH,2015-09-02,4.68,13.05,1.66
000300.SH,2015-09-07,2.75,12.49,1.59
000300.SH,2015-09-08,2.08,12.75,1.62
000300.SH,2015-09-09,2.97,12.98,1.65
000300.SH,2015-09-10,1.95,12.83,1.63
000300.SH,2015-09-11,1.46,12.76,1.63
000300.SH,2015-09-14,2.76,12.57,1.6
000300.SH,2015-09-15,1.93,12.2,1.55
000300.SH,2015-09-16,2.15,12.7,1.62
000300.SH,2015-09-17,2.27,12.45,1.59
000300.SH,2015-09-18,1.43,12.46,1.59
000300.SH,2015-09-21,1.65,12.62,1.61
000300.SH,2015-09-22,1.96,12.73,1.62
000300.SH,2015-09-23,1.64,12.43,1.59
000300.SH,2015-09-24,1.36,12.5,1.59
000300.SH,2015-09-25,1.62,12.37,1.58
000300.SH,2015-09-28,0.99,12.36,1.58
000300.SH,2015-09-29,1.16,12.12,1.55
000300.SH,2015-09-30,1.04,12.19,1.55
000300.SH,2015-10-08,1.75,12.52,1.6
000300.SH,2015-10-09,1.65,12.67,1.62
000300.SH,2015-10-12,2.94,13.05,1.66
000300.SH,2015-10-13,1.93,13.01,1.66
000300.SH,2015-10-14,2.02,12.89,1.64
000300.SH,2015-10-15,2.27,13.15,1.68
000300.SH,2015-10-16,2.76,13.32,1.7
000300.SH,2015-10-19,2.74,13.31,1.7
000300.SH,2015-10-20,2.36,13.45,1.72
000300.SH,2015-10-21,3.72,13.21,1.68
000300.SH,2015-10-22,2.43,13.32,1.7
000300.SH,2015-10-23,2.62,13.44,1.71
000300.SH,2015-10-26,2.69,13.5,1.71
000300.SH,2015-10-27,2.54,13.47,1.71
000300.SH,2015-10-28,2.26,13.27,1.68
000300.SH,2015-10-29,1.68,13.28,1.68
000300.SH,2015-10-30,1.84,13.27,1.67
000300.SH,2015-11-02,1.72,13.05,1.63
000300.SH,2015-11-03,1.34,12.99,1.62
000300.SH,2015-11-04,2.71,13.56,1.69
000300.SH,2015-11-05,5.26,13.87,1.73
000300.SH,2015-11-06,3.95,14.13,1.77
000300.SH,2015-11-09,4.71,14.38,1.8
000300.SH,2015-11-10,3.78,14.33,1.79
000300.SH,2015-11-11,3.07,14.3,1.79
000300.SH,2015-11-12,2.87,14.16,1.77
000300.SH,2015-11-13,2.69,13.98,1.75
000300.SH,2015-11-16,2.13,14.03,1.75
000300.SH,2015-11-17,3.27,14.05,1.75
000300.SH,2015-11-18,2.44,13.93,1.74
000300.SH,2015-11-19,2.03,14.09,1.76
000300.SH,2015-11-20,2.46,14.07,1.76
000300.SH,2015-11-23,2.31,14.01,1.75
000300.SH,2015-11-24,1.88,14.0,1.75
000300.SH,2015-11-25,2.0,14.09,1.76
000300.SH,2015-11-26,2.28,14.03,1.75
000300.SH,2015-11-27,2.75,13.32,1.66
000300.SH,2015-11-30,2.28,13.36,1.67
000300.SH,2015-12-01,1.79,13.4,1.67
000300.SH,2015-12-02,2.81,13.89,1.73
000300.SH,2015-12-03,2.59,14.07,1.76
000300.SH,2015-12-04,1.98,13.76,1.72
000300.SH,2015-12-07,1.49,13.75,1.72
000300.SH,2015-12-08,1.65,13.51,1.69
000300.SH,2015-12-09,1.49,13.55,1.69
000300.SH,2015-12-10,1.58,13.49,1.68
000300.SH,2015-12-11,1.45,13.43,1.68
000300.SH,2015-12-14,1.98,14.08,1.75
000300.SH,2015-12-15,1.65,13.98,1.74
000300.SH,2015-12-16,1.45,13.97,1.74
000300.SH,2015-12-17,2.32,14.2,1.77
000300.SH,2015-12-18,2.26,14.23,1.77
000300.SH,2015-12-21,2.83,14.52,1.8
000300.SH,2015-12-22,2.35,14.53,1.81
000300.SH,2015-12-23,2.7,14.51,1.8
000300.SH,2015-12-24,1.92,14.39,1.79
000300.SH,2015-12-25,1.56,14.41,1.79
000300.SH,2015-12-28,2.01,14.04,1.74
000300.SH,2015-12-29,1.33,14.15,1.76
000300.SH,2015-12-30,1.38,14.19,1.76
000300.SH,2015-12-31,1.32,14.07,1.74
000300.SH,2016-01-04,1.49,13.2,1.63
000300.SH,2016-01-05,2.1,13.23,1.63
000300.SH,2016-01-06,1.89,13.48,1.66
000300.SH,2016-01-07,0.57,12.63,1.56
000300.SH,2016-01-08,2.4,12.91,1.59
000300.SH,2016-01-11,2.25,12.31,1.52
000300.SH,2016-01-12,1.65,12.39,1.53
000300.SH,2016-01-13,1.55,12.16,1.5
000300.SH,2016-01-14,1.73,12.36,1.52
000300.SH,2016-01-15,1.6,11.96,1.47
000300.SH,2016-01-18,1.3,11.97,1.47
000300.SH,2016-01-19,1.64,12.32,1.52
000300.SH,2016-01-20,1.68,12.16,1.5
000300.SH,2016-01-21,1.43,11.83,1.45
000300.SH,2016-01-22,1.15,11.96,1.47
000300.SH,2016-01-25,1.04,12.01,1.47
000300.SH,2016-01-26,1.62,11.3,1.39
000300.SH,2016-01-27,1.69,11.28,1.38
000300.SH,2016-01-28,1.27,11.01,1.35
000300.SH,2016-01-29,1.45,11.33,1.39
000300.SH,2016-02-01,1.11,11.13,1.36
000300.SH,2016-02-02,1.13,11.33,1.39
000300.SH,2016-02-03,0.99,11.26,1.38
000300.SH,2016-02-04,1.17,11.39,1.4
000300.SH,2016-02-05,0.98,11.32,1.39
000300.SH,2016-02-15,0.93,11.23,1.38
000300.SH,2016-02-16,1.44,11.56,1.42
000300.SH,2016-02-17,1.64,11.66,1.43
000300.SH,2016-02-18,1.59,11.62,1.42
000300.SH,2016-02-19,1.12,11.6,1.42
000300.SH,2016-02-22,1.8,11.87,1.45
000300.SH,2016-02-23,1.44,11.76,1.44
000300.SH,2016-02-24,1.43,11.83,1.45
000300.SH,2016-02-25,2.02,11.15,1.37
000300.SH,2016-02-26,1.37,11.28,1.38
000300.SH,2016-02-29,1.65,11.04,1.35
000300.SH,2016-03-01,1.48,11.18,1.38
000300.SH,2016-03-02,2.25,11.61,1.43
000300.SH,2016-03-03,2.21,11.64,1.43
000300.SH,2016-03-04,2.8,11.85,1.46
000300.SH,2016-03-07,1.69,11.84,1.46
000300.SH,2016-03-08,1.74,11.86,1.46
000300.SH,2016-03-09,1.42,11.75,1.45
000300.SH,2016-03-10,0.97,11.51,1.42
000300.SH,2016-03-11,0.94,11.54,1.43
000300.SH,2016-03-14,1.49,11.65,1.45
000300.SH,2016-03-15,1.25,11.68,1.45
000300.SH,2016-03-16,1.59,11.67,1.46
000300.SH,2016-03-17,1.55,11.75,1.47
000300.SH,2016-03-18,2.51,11.79,1.48
000300.SH,2016-03-21,2.97,11.95,1.51
000300.SH,2016-03-22,2.05,11.87,1.5
000300.SH,2016-03-23,1.6,11.91,1.5
000300.SH,2016-03-24,1.69,12.06,1.48
000300.SH,2016-03-25,1.24,12.22,1.48
000300.SH,2016-03-28,1.31,12.07,1.47
000300.SH,2016-03-29,1.24,11.91,1.46
000300.SH,2016-03-30,1.5,12.22,1.49
000300.SH,2016-03-31,1.55,12.16,1.47
000300.SH,2016-04-01,1.51,12.19,1.47
000300.SH,2016-04-05,1.86,12.31,1.49
000300.SH,2016-04-06,1.53,12.28,1.49
000300.SH,2016-04-07,1.43,12.08,1.46
000300.SH,2016-04-08,1.29,12.0,1.45
000300.SH,2016-04-11,1.6,12.16,1.47
000300.SH,2016-04-12,1.18,12.14,1.47
000300.SH,2016-04-13,2.49,12.3,1.49
000300.SH,2016-04-14,1.44,12.35,1.49
000300.SH,2016-04-15,1.27,12.34,1.49
000300.SH,2016-04-18,1.24,12.14,1.47
000300.SH,2016-04-19,1.03,12.12,1.47
000300.SH,2016-04-20,2.06,11.95,1.45
000300.SH,2016-04-21,1.33,11.87,1.44
000300.SH,2016-04-22,0.98,11.89,1.44
000300.SH,2016-04-25,0.86,11.83,1.44
000300.SH,2016-04-26,0.75,11.92,1.44
000300.SH,2016-04-27,0.76,11.8,1.43
000300.SH,2016-04-28,0.89,11.8,1.42
000300.SH,2016-04-29,0.74,11.78,1.4
000300.SH,2016-05-03,1.25,11.97,1.41
000300.SH,2016-05-04,1.15,11.95,1.4
000300.SH,2016-05-05,0.95,11.96,1.4
000300.SH,2016-05-06,1.38,11.68,1.37
000300.SH,2016-05-09,1.26,11.44,1.34
000300.SH,2016-05-10,0.87,11.45,1.35
000300.SH,2016-05-11,1.04,11.51,1.35
000300.SH,2016-05-12,1.0,11.53,1.35
000300.SH,2016-05-13,0.79,11.48,1.35
000300.SH,2016-05-16,0.75,11.54,1.37
000300.SH,2016-05-17,0.83,11.53,1.37
000300.SH,2016-05-18,1.04,11.46,1.37
000300.SH,2016-05-19,0.76,11.44,1.36
000300.SH,2016-05-20,0.71,11.49,1.37
000300.SH,2016-05-23,0.75,11.53,1.37
000300.SH,2016-05-24,0.74,11.46,1.37
000300.SH,2016-05-25,0.71,11.46,1.36
000300.SH,2016-05-26,0.76,11.47,1.37
000300.SH,2016-05-27,0.76,11.46,1.37
000300.SH,2016-05-30,0.79,11.49,1.37
000300.SH,2016-05-31,1.75,11.84,1.41
000300.SH,2016-06-01,1.42,11.81,1.41
000300.SH,2016-06-02,1.08,11.83,1.41
000300.SH,2016-06-03,1.27,11.9,1.42
000300.SH,2016-06-06,0.96,11.88,1.41
000300.SH,2016-06-07,0.86,11.88,1.41
000300.SH,2016-06-08,0.95,11.84,1.41
000300.SH,2016-06-13,1.16,11.59,1.39
000300.SH,2016-06-14,0.83,11.63,1.39
000300.SH,2016-06-15,1.09,11.75,1.4
000300.SH,2016-06-16,1.04,11.67,1.4
000300.SH,2016-06-17,1.07,11.72,1.4
000300.SH,2016-06-20,0.79,11.73,1.4
000300.SH,2016-06-21,1.09,11.71,1.4
000300.SH,2016-06-22,0.83,11.81,1.41
000300.SH,2016-06-23,0.84,11.77,1.41
000300.SH,2016-06-24,1.3,11.61,1.38
000300.SH,2016-06-27,1.03,11.74,1.4
000300.SH,2016-06-28,1.14,11.8,1.4
000300.SH,2016-06-29,1.28,11.86,1.41
000300.SH,2016-06-30,0.98,11.84,1.41
000300.SH,2016-07-01,0.88,11.85,1.41
000300.SH,2016-07-04,1.64,12.05,1.44
000300.SH,2016-07-05,1.6,12.08,1.44
000300.SH,2016-07-06,1.53,12.11,1.45
000300.SH,2016-07-07,1.45,12.08,1.45
000300.SH,2016-07-08,1.1,11.97,1.44
000300.SH,2016-07-11,1.69,12.01,1.45
000300.SH,2016-07-12,2.1,12.28,1.48
000300.SH,2016-07-13,2.14,12.33,1.49
000300.SH,2016-07-14,1.31,12.28,1.49
000300.SH,2016-07-15,1.25,12.3,1.49
000300.SH,2016-07-18,1.34,12.27,1.48
000300.SH,2016-07-19,1.08,12.21,1.48
000300.SH,2016-07-20,0.88,12.16,1.47
000300.SH,2016-07-21,1.04,12.21,1.48
000300.SH,2016-07-22,1.04,12.11,1.47
000300.SH,2016-07-25,0.85,12.12,1.47
000300.SH,2016-07-26,0.98,12.26,1.48
000300.SH,2016-07-27,1.94,12.1,1.47
000300.SH,2016-07-28,1.37,12.1,1.46
000300.SH,2016-07-29,1.06,12.06,1.46
000300.SH,2016-08-01,1.05,12.0,1.45
000300.SH,2016-08-02,0.75,12.04,1.46
000300.SH,2016-08-03,0.88,12.04,1.46
000300.SH,2016-08-04,0.89,12.05,1.46
000300.SH,2016-08-05,0.93,12.05,1.46
000300.SH,2016-08-08,1.05,12.16,1.47
000300.SH,2016-08-09,1.1,12.23,1.48
000300.SH,2016-08-10,1.09,12.19,1.48
000300.SH,2016-08-11,1.22,12.19,1.48
000300.SH,2016-08-12,1.4,12.42,1.5
000300.SH,2016-08-15,2.65,12.76,1.54
000300.SH,2016-08-16,2.36,12.66,1.53
000300.SH,2016-08-17,1.67,12.64,1.53
000300.SH,2016-08-18,1.71,12.61,1.52
000300.SH,2016-08-19,1.44,12.62,1.52
000300.SH,2016-08-22,1.3,12.55,1.51
000300.SH,2016-08-23,1.12,12.57,1.52
000300.SH,2016-08-24,0.98,12.53,1.51
000300.SH,2016-08-25,1.21,12.47,1.5
000300.SH,2016-08-26,0.98,12.46,1.49
000300.SH,2016-08-29,0.93,12.45,1.49
000300.SH,2016-08-30,0.91,12.48,1.5
000300.SH,2016-08-31,0.95,12.54,1.5
000300.SH,2016-09-01,1.02,12.46,1.48
000300.SH,2016-09-02,0.99,12.49,1.49
000300.SH,2016-09-05,0.94,12.5,1.49
000300.SH,2016-09-06,1.18,12.55,1.5
000300.SH,2016-09-07,1.23,12.55,1.5
000300.SH,2016-09-08,0.86,12.55,1.49
000300.SH,2016-09-09,0.99,12.48,1.49
000300.SH,2016-09-12,1.47,12.29,1.46
000300.SH,2016-09-13,0.8,12.27,1.46
000300.SH,2016-09-14,0.84,12.17,1.45
000300.SH,2016-09-19,0.7,12.25,1.46
000300.SH,2016-09-20,0.63,12.23,1.46
000300.SH,2016-09-21,0.71,12.26,1.46
000300.SH,2016-09-22,0.91,12.34,1.47
000300.SH,2016-09-23,0.69,12.31,1.47
000300.SH,2016-09-26,0.84,12.12,1.44
000300.SH,2016-09-27,0.7,12.19,1.45
000300.SH,2016-09-28,0.53,12.15,1.45
000300.SH,2016-09-29,0.66,12.2,1.45
000300.SH,2016-09-30,0.54,12.22,1.46
000300.SH,2016-10-10,0.96,12.37,1.48
000300.SH,2016-10-11,1.04,12.41,1.48
000300.SH,2016-10-12,0.82,12.39,1.48
000300.SH,2016-10-13,0.97,12.39,1.48
000300.SH,2016-10-14,0.98,12.41,1.48
000300.SH,2016-10-17,1.03,12.31,1.47
000300.SH,2016-10-18,1.22,12.48,1.49
000300.SH,2016-10-19,1.2,12.47,1.49
000300.SH,2016-10-20,0.94,12.48,1.49
000300.SH,2016-10-21,1.3,12.53,1.49
000300.SH,2016-10-24,1.82,12.68,1.51
000300.SH,2016-10-25,1.32,12.67,1.51
000300.SH,2016-10-26,1.16,12.61,1.5
000300.SH,2016-10-27,0.92,12.58,1.49
000300.SH,2016-10-28,1.1,12.57,1.47
000300.SH,2016-10-31,0.85,12.55,1.43
000300.SH,2016-11-01,0.89,12.62,1.44
000300.SH,2016-11-02,1.08,12.52,1.43
000300.SH,2016-11-03,1.5,12.63,1.44
000300.SH,2016-11-04,1.23,12.59,1.43
000300.SH,2016-11-07,1.18,12.61,1.44
000300.SH,2016-11-08,1.22,12.67,1.44
000300.SH,2016-11-09,1.65,12.59,1.43
000300.SH,2016-11-10,1.6,12.73,1.45
000300.SH,2016-11-11,2.36,12.83,1.46
000300.SH,2016-11-14,2.53,12.89,1.47
000300.SH,2016-11-15,1.6,12.87,1.47
000300.SH,2016-11-16,1.54,12.87,1.47
000300.SH,2016-11-17,1.44,12.89,1.47
000300.SH,2016-11-18,1.37,12.82,1.46
000300.SH,2016-11-21,1.74,12.93,1.47
000300.SH,2016-11-22,2.0,13.05,1.49
