ts_code,trade_date,turnover_rate_f,pe,pb
000300.SH,2016-11-23,1.92,13.07,1.49
000300.SH,2016-11-24,1.73,13.09,1.49
000300.SH,2016-11-25,1.83,13.22,1.51
000300.SH,2016-11-28,2.46,13.3,1.51
000300.SH,2016-11-29,2.81,13.4,1.53
000300.SH,2016-11-30,2.12,13.26,1.51
000300.SH,2016-12-01,2.14,13.36,1.52
000300.SH,2016-12-02,2.33,13.28,1.52
000300.SH,2016-12-05,2.15,13.09,1.5
000300.SH,2016-12-06,1.37,13.04,1.49
000300.SH,2016-12-07,1.36,13.09,1.5
000300.SH,2016-12-08,1.39,13.07,1.49
000300.SH,2016-12-09,1.78,13.2,1.5
000300.SH,2016-12-12,2.3,13.06,1.51
000300.SH,2016-12-13,1.49,13.03,1.5
000300.SH,2016-12-14,1.52,12.96,1.49
000300.SH,2016-12-15,1.41,12.76,1.47
000300.SH,2016-12-16,1.12,12.77,1.47
000300.SH,2016-12-19,1.0,12.73,1.47
000300.SH,2016-12-20,1.07,12.65,1.46
000300.SH,2016-12-21,1.33,12.79,1.47
000300.SH,2016-12-22,1.13,12.8,1.48
000300.SH,2016-12-23,1.19,12.71,1.47
000300.SH,2016-12-26,1.1,12.76,1.47
000300.SH,2016-12-27,0.93,12.72,1.47
000300.SH,2016-12-28,0.85,12.67,1.46
000300.SH,2016-12-29,0.86,12.66,1.46
000300.SH,2016-12-30,0.88,12.71,1.46
000300.SH,2017-01-03,1.06,12.83,1.48
000300.SH,2017-01-04,1.1,12.92,1.49
000300.SH,2017-01-05,1.08,12.94,1.49
000300.SH,2017-01-06,1.07,12.91,1.49
000300.SH,2017-01-09,1.02,12.97,1.49
000300.SH,2017-01-10,1.02,12.94,1.49
000300.SH,2017-01-11,1.11,12.87,1.48
000300.SH,2017-01-12,0.99,12.83,1.48
000300.SH,2017-01-13,1.03,12.86,1.48
000300.SH,2017-01-16,1.92,12.91,1.48
000300.SH,2017-01-17,0.85,12.92,1.49
000300.SH,2017-01-18,0.86,12.97,1.49
000300.SH,2017-01-19,0.81,12.93,1.49
000300.SH,2017-01-20,0.8,12.99,1.49
000300.SH,2017-01-23,0.92,13.03,1.5
000300.SH,2017-01-24,0.81,13.09,1.5
000300.SH,2017-01-25,0.71,13.11,1.5
000300.SH,2017-01-26,0.79,13.15,1.51
000300.SH,2017-02-03,0.67,13.05,1.5
000300.SH,2017-02-06,0.83,13.08,1.5
000300.SH,2017-02-07,0.77,13.05,1.5
000300.SH,2017-02-08,0.92,13.1,1.5
000300.SH,2017-02-09,1.19,13.16,1.51
000300.SH,2017-02-10,1.5,13.23,1.52
000300.SH,2017-02-13,1.46,13.31,1.53
000300.SH,2017-02-14,1.16,13.26,1.53
000300.SH,2017-02-15,1.56,13.26,1.53
000300.SH,2017-02-16,1.32,13.31,1.53
000300.SH,2017-02-17,1.4,13.22,1.52
000300.SH,2017-02-20,1.61,13.39,1.54
000300.SH,2017-02-21,1.4,13.46,1.55
000300.SH,2017-02-22,1.25,13.5,1.55
000300.SH,2017-02-23,1.21,13.44,1.55
000300.SH,2017-02-24,1.16,13.42,1.55
000300.SH,2017-02-27,1.2,13.32,1.54
000300.SH,2017-02-28,0.91,13.34,1.54
000300.SH,2017-03-01,1.25,13.36,1.54
000300.SH,2017-03-02,1.09,13.29,1.53
000300.SH,2017-03-03,0.98,13.24,1.53
000300.SH,2017-03-06,1.01,13.29,1.53
000300.SH,2017-03-07,0.97,13.32,1.54
000300.SH,2017-03-08,0.96,13.31,1.54
000300.SH,2017-03-09,1.02,13.22,1.53
000300.SH,2017-03-10,0.85,13.2,1.52
000300.SH,2017-03-13,1.11,13.31,1.54
000300.SH,2017-03-14,0.93,13.32,1.54
000300.SH,2017-03-15,0.96,13.33,1.54
000300.SH,2017-03-16,1.29,13.39,1.55
000300.SH,2017-03-17,1.26,13.27,1.53
000300.SH,2017-03-20,1.07,13.26,1.53
000300.SH,2017-03-21,1.06,13.32,1.54
000300.SH,2017-03-22,1.27,13.24,1.53
000300.SH,2017-03-23,1.14,13.28,1.53
000300.SH,2017-03-24,1.52,13.51,1.55
000300.SH,2017-03-27,1.3,13.39,1.54
000300.SH,2017-03-28,1.02,13.32,1.54
000300.SH,2017-03-29,1.27,13.4,1.54
000300.SH,2017-03-30,1.41,13.45,1.52
000300.SH,2017-03-31,1.11,13.76,1.53
000300.SH,2017-04-05,1.74,13.93,1.55
000300.SH,2017-04-06,1.66,13.94,1.55
000300.SH,2017-04-07,1.7,13.98,1.55
000300.SH,2017-04-10,1.72,13.94,1.55
000300.SH,2017-04-11,2.01,13.99,1.55
000300.SH,2017-04-12,2.2,13.98,1.55
000300.SH,2017-04-13,1.57,13.94,1.55
000300.SH,2017-04-14,1.64,13.84,1.54
000300.SH,2017-04-17,1.42,13.82,1.53
000300.SH,2017-04-18,1.34,13.77,1.52
000300.SH,2017-04-19,1.47,13.66,1.51
000300.SH,2017-04-20,1.38,13.68,1.51
000300.SH,2017-04-21,1.26,13.73,1.52
000300.SH,2017-04-24,1.39,13.62,1.51
000300.SH,2017-04-25,1.14,13.64,1.51
000300.SH,2017-04-26,1.35,13.62,1.51
000300.SH,2017-04-27,1.49,13.64,1.51
000300.SH,2017-04-28,1.23,13.5,1.49
000300.SH,2017-05-02,1.12,13.33,1.46
000300.SH,2017-05-03,1.11,13.28,1.45
000300.SH,2017-05-04,1.25,13.26,1.45
000300.SH,2017-05-05,1.33,13.2,1.44
000300.SH,2017-05-08,1.49,13.16,1.44
000300.SH,2017-05-09,0.93,13.13,1.44
000300.SH,2017-05-10,1.11,13.09,1.43
000300.SH,2017-05-11,1.32,13.18,1.44
000300.SH,2017-05-12,1.13,13.32,1.46
000300.SH,2017-05-15,1.0,13.36,1.46
000300.SH,2017-05-16,1.27,13.4,1.47
000300.SH,2017-05-17,1.2,13.32,1.46
000300.SH,2017-05-18,1.03,13.29,1.46
000300.SH,2017-05-19,0.86,13.3,1.46
000300.SH,2017-05-22,1.11,13.36,1.46
000300.SH,2017-05-23,1.4,13.46,1.47
000300.SH,2017-05-24,1.0,13.45,1.47
000300.SH,2017-05-25,1.57,13.67,1.5
000300.SH,2017-05-26,1.23,13.68,1.5
000300.SH,2017-05-31,1.25,13.74,1.5
000300.SH,2017-06-01,1.22,13.79,1.51
000300.SH,2017-06-02,0.98,13.74,1.5
000300.SH,2017-06-05,0.95,13.6,1.49
000300.SH,2017-06-06,0.76,13.67,1.5
000300.SH,2017-06-07,1.24,13.8,1.51
000300.SH,2017-06-08,1.07,13.87,1.52
000300.SH,2017-06-09,1.2,13.93,1.53
000300.SH,2017-06-12,1.09,14.05,1.55
000300.SH,2017-06-13,0.9,14.07,1.55
000300.SH,2017-06-14,1.01,13.92,1.54
000300.SH,2017-06-15,0.99,13.86,1.53
000300.SH,2017-06-16,0.92,13.82,1.53
000300.SH,2017-06-19,0.96,13.9,1.54
000300.SH,2017-06-20,0.96,13.89,1.54
000300.SH,2017-06-21,1.05,14.01,1.55
000300.SH,2017-06-22,1.62,14.05,1.56
000300.SH,2017-06-23,1.26,14.15,1.57
000300.SH,2017-06-26,1.61,14.26,1.58
000300.SH,2017-06-27,1.17,14.28,1.58
000300.SH,2017-06-28,1.17,14.2,1.57
000300.SH,2017-06-29,1.02,14.28,1.58
000300.SH,2017-06-30,0.97,14.27,1.59
000300.SH,2017-07-03,1.06,14.23,1.58
000300.SH,2017-07-04,1.13,14.15,1.58
000300.SH,2017-07-05,1.05,14.26,1.59
000300.SH,2017-07-06,1.22,14.28,1.59
000300.SH,2017-07-07,1.23,14.26,1.59
000300.SH,2017-07-10,1.43,14.24,1.59
000300.SH,2017-07-11,1.41,14.29,1.61
000300.SH,2017-07-12,1.45,14.26,1.61
000300.SH,2017-07-13,1.49,14.38,1.62
000300.SH,2017-07-14,1.25,14.42,1.63
000300.SH,2017-07-17,2.12,14.4,1.63
000300.SH,2017-07-18,1.48,14.38,1.63
000300.SH,2017-07-19,2.16,14.56,1.65
000300.SH,2017-07-20,1.69,14.62,1.66
000300.SH,2017-07-21,1.39,14.56,1.65
000300.SH,2017-07-24,1.59,14.59,1.66
000300.SH,2017-07-25,1.44,14.58,1.65
000300.SH,2017-07-26,1.61,14.6,1.66
000300.SH,2017-07-27,1.71,14.6,1.66
000300.SH,2017-07-28,1.31,14.63,1.66
000300.SH,2017-07-31,1.75,14.67,1.66
000300.SH,2017-08-01,1.8,14.8,1.68
000300.SH,2017-08-02,2.02,14.8,1.68
000300.SH,2017-08-03,1.71,14.69,1.66
000300.SH,2017-08-04,1.84,14.63,1.66
000300.SH,2017-08-07,1.45,14.68,1.66
000300.SH,2017-08-08,1.61,14.7,1.67
000300.SH,2017-08-09,1.46,14.62,1.66
000300.SH,2017-08-10,1.53,14.58,1.65
000300.SH,2017-08-11,1.76,14.36,1.63
000300.SH,2017-08-14,1.35,14.47,1.64
000300.SH,2017-08-15,1.25,14.56,1.65
000300.SH,2017-08-16,1.22,14.54,1.65
000300.SH,2017-08-17,1.27,14.61,1.66
000300.SH,2017-08-18,1.13,14.62,1.66
000300.SH,2017-08-21,1.18,14.67,1.66
000300.SH,2017-08-22,1.18,14.71,1.66
000300.SH,2017-08-23,1.23,14.77,1.67
000300.SH,2017-08-24,1.06,14.71,1.66
000300.SH,2017-08-25,1.53,15.01,1.69
000300.SH,2017-08-28,2.18,15.14,1.7
000300.SH,2017-08-29,1.51,15.14,1.7
000300.SH,2017-08-30,1.66,15.11,1.69
000300.SH,2017-08-31,1.56,15.04,1.66
000300.SH,2017-09-01,1.87,15.03,1.66
000300.SH,2017-09-04,1.77,15.1,1.66
000300.SH,2017-09-05,1.48,15.17,1.67
000300.SH,2017-09-06,1.54,15.15,1.67
000300.SH,2017-09-07,1.46,15.06,1.66
000300.SH,2017-09-08,1.25,15.05,1.66
000300.SH,2017-09-11,1.46,15.05,1.66
000300.SH,2017-09-12,1.69,15.09,1.66
000300.SH,2017-09-13,1.12,15.09,1.66
000300.SH,2017-09-14,1.35,15.02,1.65
000300.SH,2017-09-15,1.43,14.97,1.65
000300.SH,2017-09-18,1.38,15.0,1.65
000300.SH,2017-09-19,1.32,14.99,1.65
000300.SH,2017-09-20,1.18,15.02,1.66
000300.SH,2017-09-21,1.3,15.05,1.66
000300.SH,2017-09-22,1.18,15.06,1.66
000300.SH,2017-09-25,1.22,15.05,1.66
000300.SH,2017-09-26,0.96,15.06,1.66
000300.SH,2017-09-27,1.0,15.03,1.66
000300.SH,2017-09-28,1.1,15.03,1.66
000300.SH,2017-09-29,1.09,15.05,1.66
000300.SH,2017-10-09,1.59,15.19,1.67
000300.SH,2017-10-10,1.32,15.21,1.67
000300.SH,2017-10-11,1.22,15.27,1.68
000300.SH,2017-10-12,1.1,15.28,1.68
000300.SH,2017-10-13,1.05,15.28,1.68
000300.SH,2017-10-16,1.42,15.31,1.68
000300.SH,2017-10-17,0.96,15.28,1.68
000300.SH,2017-10-18,1.18,15.42,1.7
000300.SH,2017-10-19,1.25,15.41,1.7
000300.SH,2017-10-20,0.85,15.38,1.69
000300.SH,2017-10-23,0.95,15.36,1.69
000300.SH,2017-10-24,1.09,15.46,1.7
000300.SH,2017-10-25,1.03,15.47,1.7
000300.SH,2017-10-26,1.52,15.49,1.7
000300.SH,2017-10-27,1.48,15.6,1.7
000300.SH,2017-10-30,1.8,15.6,1.69
000300.SH,2017-10-31,1.22,15.57,1.66
000300.SH,2017-11-01,1.5,15.57,1.66
000300.SH,2017-11-02,1.43,15.6,1.66
000300.SH,2017-11-03,1.47,15.57,1.65
000300.SH,2017-11-06,1.39,15.61,1.66
000300.SH,2017-11-07,1.73,15.74,1.67
000300.SH,2017-11-08,1.72,15.72,1.67
000300.SH,2017-11-09,1.38,15.78,1.67
000300.SH,2017-11-10,1.61,15.81,1.68
000300.SH,2017-11-13,1.72,15.89,1.68
000300.SH,2017-11-14,1.63,15.8,1.67
000300.SH,2017-11-15,1.37,15.68,1.66
000300.SH,2017-11-16,1.38,15.72,1.67
000300.SH,2017-11-17,2.17,15.84,1.68
000300.SH,2017-11-20,1.56,15.95,1.69
000300.SH,2017-11-21,2.04,16.13,1.71
000300.SH,2017-11-22,2.11,16.26,1.72
000300.SH,2017-11-23,2.02,15.86,1.68
000300.SH,2017-11-24,1.48,15.87,1.68
000300.SH,2017-11-27,1.62,15.68,1.66
000300.SH,2017-11-28,1.16,15.66,1.66
000300.SH,2017-11-29,1.41,15.66,1.66
000300.SH,2017-11-30,1.22,15.53,1.64
000300.SH,2017-12-01,1.1,15.48,1.64
000300.SH,2017-12-04,1.16,15.53,1.65
000300.SH,2017-12-05,1.74,15.66,1.66
000300.SH,2017-12-06,1.24,15.56,1.65
000300.SH,2017-12-07,1.02,15.4,1.63
000300.SH,2017-12-08,1.01,15.47,1.64
000300.SH,2017-12-11,1.1,15.84,1.67
000300.SH,2017-12-12,0.96,15.64,1.65
000300.SH,2017-12-13,0.88,15.76,1.66
000300.SH,2017-12-14,0.92,15.67,1.65
000300.SH,2017-12-15,1.01,15.52,1.63
000300.SH,2017-12-18,0.88,15.56,1.64
000300.SH,2017-12-19,0.88,15.75,1.66
000300.SH,2017-12-20,1.03,15.74,1.66
000300.SH,2017-12-21,1.1,15.84,1.67
000300.SH,2017-12-22,0.83,15.8,1.66
000300.SH,2017-12-25,1.04,15.79,1.66
000300.SH,2017-12-26,1.03,15.89,1.67
000300.SH,2017-12-27,1.19,15.7,1.65
000300.SH,2017-12-28,1.34,15.82,1.66
000300.SH,2017-12-29,1.02,15.89,1.67
000300.SH,2018-01-02,1.66,16.11,1.69
000300.SH,2018-01-03,1.72,16.19,1.7
000300.SH,2018-01-04,1.52,16.25,1.7
000300.SH,2018-01-05,1.68,16.29,1.71
000300.SH,2018-01-08,1.96,16.36,1.72
000300.SH,2018-01-09,1.57,16.42,1.72
000300.SH,2018-01-10,1.7,16.53,1.73
000300.SH,2018-01-11,1.37,16.55,1.73
000300.SH,2018-01-12,1.26,16.62,1.74
000300.SH,2018-01-15,1.93,16.68,1.74
000300.SH,2018-01-16,1.82,16.81,1.76
000300.SH,2018-01-17,2.42,16.86,1.76
000300.SH,2018-01-18,1.94,17.07,1.78
000300.SH,2018-01-19,2.36,17.16,1.79
000300.SH,2018-01-22,1.97,17.27,1.8
000300.SH,2018-01-23,2.27,17.62,1.84
000300.SH,2018-01-24,2.47,17.64,1.84
000300.SH,2018-01-25,2.2,17.54,1.83
000300.SH,2018-01-26,1.99,17.62,1.83
000300.SH,2018-01-29,2.15,17.41,1.81
000300.SH,2018-01-30,1.56,17.18,1.79
000300.SH,2018-01-31,1.63,17.27,1.8
000300.SH,2018-02-01,2.14,17.26,1.8
000300.SH,2018-02-02,1.64,17.38,1.81
000300.SH,2018-02-05,1.82,17.53,1.83
000300.SH,2018-02-06,2.42,17.03,1.77
000300.SH,2018-02-07,2.29,16.54,1.72
000300.SH,2018-02-08,1.79,16.22,1.69
000300.SH,2018-02-09,2.32,15.56,1.62
000300.SH,2018-02-12,1.31,15.63,1.63
000300.SH,2018-02-13,1.27,15.82,1.65
000300.SH,2018-02-14,0.8,15.92,1.66
000300.SH,2018-02-22,1.19,16.3,1.7
000300.SH,2018-02-23,1.12,16.39,1.71
000300.SH,2018-02-26,1.55,16.55,1.72
000300.SH,2018-02-27,1.41,16.26,1.69
000300.SH,2018-02-28,1.23,16.09,1.67
000300.SH,2018-03-01,1.23,16.15,1.68
000300.SH,2018-03-02,1.08,16.03,1.67
000300.SH,2018-03-05,0.98,16.03,1.67
000300.SH,2018-03-06,1.55,16.18,1.68
000300.SH,2018-03-07,1.2,16.12,1.67
000300.SH,2018-03-08,1.02,16.2,1.68
000300.SH,2018-03-09,1.27,16.28,1.69
000300.SH,2018-03-12,1.58,16.32,1.7
000300.SH,2018-03-13,1.25,16.17,1.68
000300.SH,2018-03-14,1.11,16.14,1.67
000300.SH,2018-03-15,0.99,16.17,1.68
000300.SH,2018-03-16,0.95,15.95,1.66
000300.SH,2018-03-19,0.91,16.02,1.67
000300.SH,2018-03-20,0.9,16.08,1.67
000300.SH,2018-03-21,1.09,15.83,1.66
000300.SH,2018-03-22,1.0,15.7,1.65
000300.SH,2018-03-23,2.0,15.05,1.61
000300.SH,2018-03-26,1.28,14.59,1.59
000300.SH,2018-03-27,1.26,14.53,1.6
000300.SH,2018-03-28,1.13,14.09,1.57
000300.SH,2018-03-29,1.31,14.23,1.59
000300.SH,2018-03-30,1.1,13.84,1.59
000300.SH,2018-04-02,1.26,13.74,1.58
000300.SH,2018-04-03,1.07,13.62,1.56
000300.SH,2018-04-04,1.0,13.59,1.56
000300.SH,2018-04-09,0.95,13.6,1.56
000300.SH,2018-04-10,1.2,13.85,1.6
000300.SH,2018-04-11,1.26,13.92,1.61
000300.SH,2018-04-12,0.93,13.74,1.59
000300.SH,2018-04-13,0.8,13.64,1.58
000300.SH,2018-04-16,1.12,13.37,1.55
000300.SH,2018-04-17,1.02,13.17,1.52
000300.SH,2018-04-18,1.2,13.28,1.53
000300.SH,2018-04-19,1.11,13.4,1.55
000300.SH,2018-04-20,1.11,13.21,1.53
000300.SH,2018-04-23,1.01,13.25,1.54
000300.SH,2018-04-24,1.28,13.44,1.56
000300.SH,2018-04-25,0.87,13.33,1.55
000300.SH,2018-04-26,0.98,13.06,1.53
000300.SH,2018-04-27,1.0,13.1,1.52
000300.SH,2018-05-02,0.93,13.12,1.5
000300.SH,2018-05-03,1.05,13.2,1.51
000300.SH,2018-05-04,0.8,13.14,1.5
000300.SH,2018-05-07,0.98,13.32,1.52
000300.SH,2018-05-08,1.05,13.46,1.54
000300.SH,2018-05-09,0.75,13.45,1.54
000300.SH,2018-05-10,0.79,13.52,1.55
000300.SH,2018-05-11,0.82,13.5,1.54
000300.SH,2018-05-14,0.92,13.59,1.55
000300.SH,2018-05-15,0.85,13.63,1.56
000300.SH,2018-05-16,0.8,13.49,1.54
000300.SH,2018-05-17,0.66,13.42,1.54
000300.SH,2018-05-18,0.81,13.61,1.56
000300.SH,2018-05-21,1.03,13.65,1.56
000300.SH,2018-05-22,0.84,13.58,1.55
000300.SH,2018-05-23,0.93,13.37,1.53
000300.SH,2018-05-24,0.76,13.28,1.52
000300.SH,2018-05-25,0.79,13.24,1.52
000300.SH,2018-05-28,0.79,13.26,1.52
000300.SH,2018-05-29,0.9,13.18,1.51
000300.SH,2018-05-30,0.97,12.89,1.48
000300.SH,2018-05-31,1.02,13.12,1.51
000300.SH,2018-06-01,0.86,13.04,1.5
000300.SH,2018-06-04,0.84,13.15,1.51
000300.SH,2018-06-05,0.87,13.22,1.52
000300.SH,2018-06-06,0.8,13.2,1.52
000300.SH,2018-06-07,0.88,13.2,1.52
000300.SH,2018-06-08,0.92,13.01,1.5
000300.SH,2018-06-11,0.76,13.1,1.53
000300.SH,2018-06-12,0.81,13.23,1.55
000300.SH,2018-06-13,0.73,13.13,1.54
000300.SH,2018-06-14,0.76,13.11,1.54
000300.SH,2018-06-15,0.95,13.08,1.54
000300.SH,2018-06-19,1.78,12.72,1.49
000300.SH,2018-06-20,0.96,12.72,1.49
000300.SH,2018-06-21,1.04,12.58,1.48
000300.SH,2018-06-22,0.83,12.61,1.48
000300.SH,2018-06-25,0.88,12.43,1.46
000300.SH,2018-06-26,0.94,12.31,1.45
000300.SH,2018-06-27,0.9,12.12,1.43
000300.SH,2018-06-28,0.84,12.0,1.41
000300.SH,2018-06-29,0.85,12.26,1.44
000300.SH,2018-07-02,0.92,11.89,1.4
000300.SH,2018-07-03,1.04,11.91,1.4
000300.SH,2018-07-04,0.82,11.84,1.39
000300.SH,2018-07-05,0.89,11.8,1.39
000300.SH,2018-07-06,0.93,11.87,1.39
000300.SH,2018-07-09,0.83,12.21,1.44
000300.SH,2018-07-10,0.75,12.24,1.44
000300.SH,2018-07-11,0.78,12.04,1.42
000300.SH,2018-07-12,1.04,12.3,1.45
000300.SH,2018-07-13,0.79,12.26,1.45
000300.SH,2018-07-16,0.74,12.15,1.44
000300.SH,2018-07-17,0.67,12.02,1.43
000300.SH,2018-07-18,0.72,11.98,1.43
000300.SH,2018-07-19,0.74,11.95,1.43
000300.SH,2018-07-20,1.1,12.25,1.46
000300.SH,2018-07-23,1.29,12.39,1.48
000300.SH,2018-07-24,1.69,12.57,1.5
000300.SH,2018-07-25,1.04,12.56,1.5
000300.SH,2018-07-26,0.97,12.44,1.48
000300.SH,2018-07-27,0.76,12.39,1.48
000300.SH,2018-07-30,0.88,12.4,1.48
000300.SH,2018-07-31,0.73,12.45,1.49
000300.SH,2018-08-01,0.97,12.2,1.46
000300.SH,2018-08-02,1.09,11.96,1.43
000300.SH,2018-08-03,0.76,11.84,1.41
000300.SH,2018-08-06,0.84,11.73,1.4
000300.SH,2018-08-07,0.99,12.06,1.44
000300.SH,2018-08-08,0.85,11.89,1.42
000300.SH,2018-08-09,0.99,12.12,1.45
000300.SH,2018-08-10,0.74,12.11,1.45
000300.SH,2018-08-13,0.82,12.03,1.44
000300.SH,2018-08-14,0.65,12.0,1.43
000300.SH,2018-08-15,0.73,11.75,1.4
000300.SH,2018-08-16,0.82,11.69,1.39
000300.SH,2018-08-17,0.72,11.56,1.38
000300.SH,2018-08-20,0.76,11.72,1.4
000300.SH,2018-08-21,0.81,11.89,1.42
000300.SH,2018-08-22,0.54,11.82,1.41
000300.SH,2018-08-23,0.65,11.85,1.41
000300.SH,2018-08-24,0.68,11.9,1.41
000300.SH,2018-08-27,1.02,12.14,1.44
000300.SH,2018-08-28,0.81,12.12,1.44
000300.SH,2018-08-29,0.72,12.09,1.42
000300.SH,2018-08-30,0.73,11.96,1.4
000300.SH,2018-08-31,0.81,11.94,1.39
000300.SH,2018-09-03,0.71,11.91,1.39
000300.SH,2018-09-04,0.71,12.04,1.4
000300.SH,2018-09-05,0.7,11.82,1.38
000300.SH,2018-09-06,0.68,11.73,1.37
000300.SH,2018-09-07,0.69,11.77,1.37
000300.SH,2018-09-10,0.69,11.64,1.36
000300.SH,2018-09-11,0.63,11.62,1.36
000300.SH,2018-09-12,0.59,11.55,1.35
000300.SH,2018-09-13,0.73,11.7,1.37
000300.SH,2018-09-14,0.65,11.72,1.37
000300.SH,2018-09-17,0.57,11.6,1.35
000300.SH,2018-09-18,0.76,11.81,1.38
000300.SH,2018-09-19,0.97,11.96,1.4
000300.SH,2018-09-20,0.7,11.97,1.4
000300.SH,2018-09-21,1.17,12.34,1.44
000300.SH,2018-09-25,0.75,12.23,1.43
000300.SH,2018-09-26,1.01,12.36,1.44
000300.SH,2018-09-27,0.75,12.33,1.44
000300.SH,2018-09-28,0.91,12.46,1.46
000300.SH,2018-10-08,1.05,11.95,1.4
000300.SH,2018-10-09,0.72,11.96,1.42
000300.SH,2018-10-10,0.69,11.97,1.4
000300.SH,2018-10-11,1.3,11.43,1.33
000300.SH,2018-10-12,1.06,11.62,1.36
000300.SH,2018-10-15,0.75,11.45,1.34
000300.SH,2018-10-16,0.74,11.4,1.33
000300.SH,2018-10-17,0.83,11.47,1.34
000300.SH,2018-10-18,0.79,11.17,1.3
000300.SH,2018-10-19,1.06,11.48,1.34
000300.SH,2018-10-22,1.57,11.93,1.39
000300.SH,2018-10-23,1.3,11.62,1.35
000300.SH,2018-10-24,1.19,11.67,1.35
000300.SH,2018-10-25,1.15,11.7,1.35
000300.SH,2018-10-26,1.09,11.66,1.35
000300.SH,2018-10-29,0.99,11.36,1.3
000300.SH,2018-10-30,1.25,11.47,1.31
000300.SH,2018-10-31,1.19,11.6,1.3
000300.SH,2018-11-01,1.43,11.63,1.3
000300.SH,2018-11-02,1.63,11.96,1.34
000300.SH,2018-11-05,1.16,11.85,1.32
000300.SH,2018-11-06,0.89,11.8,1.32
000300.SH,2018-11-07,0.97,11.72,1.31
000300.SH,2018-11-08,0.81,11.7,1.31
000300.SH,2018-11-09,0.89,11.5,1.28
000300.SH,2018-11-12,0.93,11.6,1.29
000300.SH,2018-11-13,1.34,11.68,1.3
000300.SH,2018-11-14,1.21,11.54,1.29
000300.SH,2018-11-15,1.04,11.67,1.3
000300.SH,2018-11-16,1.34,11.71,1.31
000300.SH,2018-11-19,1.22,11.84,1.32
000300.SH,2018-11-20,1.15,11.6,1.3
000300.SH,2018-11-21,0.89,11.61,1.3
000300.SH,2018-11-22,0.69,11.58,1.29
000300.SH,2018-11-23,0.89,11.36,1.27
000300.SH,2018-11-26,0.63,11.35,1.27
000300.SH,2018-11-27,0.59,11.33,1.26
000300.SH,2018-11-28,0.79,11.45,1.28
000300.SH,2018-11-29,0.85,11.33,1.26
000300.SH,2018-11-30,0.75,11.43,1.28
000300.SH,2018-12-03,1.28,11.71,1.31
000300.SH,2018-12-04,0.84,11.74,1.31
000300.SH,2018-12-05,0.8,11.68,1.3
000300.SH,2018-12-06,0.81,11.46,1.28
000300.SH,2018-12-07,0.56,11.47,1.28
000300.SH,2018-12-10,0.67,11.36,1.28
000300.SH,2018-12-11,0.56,11.4,1.29
000300.SH,2018-12-12,0.56,11.44,1.29
000300.SH,2018-12-13,0.95,11.6,1.31
000300.SH,2018-12-14,0.89,11.43,1.29
000300.SH,2018-12-17,0.72,11.59,1.31
000300.SH,2018-12-18,0.69,11.48,1.3
000300.SH,2018-12-19,0.6,11.36,1.29
000300.SH,2018-12-20,0.75,11.26,1.28
000300.SH,2018-12-21,0.83,11.15,1.26
000300.SH,2018-12-24,0.62,11.18,1.27
000300.SH,2018-12-25,0.85,11.1,1.26
000300.SH,2018-12-26,0.6,11.06,1.25
000300.SH,2018-12-27,0.87,11.02,1.25
000300.SH,2018-12-28,0.77,11.08,1.26
000300.SH,2019-01-02,0.74,10.92,1.24
000300.SH,2019-01-03,0.76,10.92,1.24
000300.SH,2019-01-04,1.11,11.15,1.26
000300.SH,2019-01-07,1.09,11.19,1.27
000300.SH,2019-01-08,0.92,11.17,1.26
000300.SH,2019-01-09,1.15,11.27,1.28
000300.SH,2019-01-10,0.92,11.23,1.27
000300.SH,2019-01-11,0.77,11.3,1.28
000300.SH,2019-01-14,0.71,11.21,1.27
000300.SH,2019-01-15,0.95,11.38,1.29
000300.SH,2019-01-16,0.86,11.39,1.29
000300.SH,2019-01-17,0.86,11.35,1.28
000300.SH,2019-01-18,1.11,11.55,1.3
000300.SH,2019-01-21,1.0,11.62,1.31
000300.SH,2019-01-22,0.78,11.48,1.29
000300.SH,2019-01-23,0.64,11.48,1.29
000300.SH,2019-01-24,0.78,11.53,1.3
000300.SH,2019-01-25,0.9,11.63,1.31
000300.SH,2019-01-28,0.88,11.64,1.31
000300.SH,2019-01-29,0.83,11.68,1.31
000300.SH,2019-01-30,0.68,11.61,1.31
000300.SH,2019-01-31,0.92,11.74,1.32
000300.SH,2019-02-01,0.87,11.86,1.33
000300.SH,2019-02-11,1.05,12.01,1.35
000300.SH,2019-02-12,1.3,12.06,1.36
000300.SH,2019-02-13,1.74,12.32,1.39
000300.SH,2019-02-14,1.6,12.3,1.38
000300.SH,2019-02-15,1.52,12.08,1.36
000300.SH,2019-02-18,1.94,12.41,1.39
000300.SH,2019-02-19,1.9,12.4,1.39
000300.SH,2019-02-20,1.56,12.45,1.4
000300.SH,2019-02-21,1.91,12.4,1.39
000300.SH,2019-02-22,1.99,12.62,1.42
000300.SH,2019-02-25,3.63,13.36,1.5
000300.SH,2019-02-26,3.8,13.2,1.48
000300.SH,2019-02-27,3.04,13.23,1.48
000300.SH,2019-02-28,1.96,13.16,1.48
000300.SH,2019-03-01,2.17,13.45,1.51
000300.SH,2019-03-04,3.43,13.58,1.52
000300.SH,2019-03-05,2.45,13.62,1.53
000300.SH,2019-03-06,3.37,13.76,1.54
000300.SH,2019-03-07,3.5,13.61,1.53
000300.SH,2019-03-08,3.37,13.06,1.46
000300.SH,2019-03-11,2.45,13.26,1.49
